company_size,industry,tech_stack_keywords,page_visits,intent_signal,historical_conversion_rate,converted
3302,Health,"NodeJS, React",67,0.68,0.99,1
1543,Education,"Kotlin, Python, SQL",3,0.12,0.57,0
1192,Retail,SQL,77,0.81,0.66,1
2994,Education,"NodeJS, Java",31,0.09,0.75,1
2682,Finance,AWS,27,0.74,0.82,1
1218,Finance,"SQL, Kotlin, AWS",70,0.72,0.48,1
1541,Finance,Kotlin,27,0.69,0.68,1
3237,Tech,"AWS, NodeJS",99,0.28,0.61,1
2387,Tech,"Python, AWS",9,0.57,0.41,0
3720,Tech,"Kotlin, React",6,0.76,0.82,1
1389,Education,Kotlin,6,0.64,0.19,0
1857,Tech,"SQL, AWS",26,0.8,0.17,1
1366,Retail,NodeJS,43,0.69,0.74,1
500,Finance,"Python, AWS",19,0.27,0.64,0
1681,Education,"React, SQL, Java",16,0.15,0.32,0
511,Finance,"Kotlin, AWS",23,0.63,0.64,1
4313,Tech,"AWS, Java, React",75,0.76,0.77,1
1325,Education,"SQL, React, AWS",80,0.14,0.22,1
1156,Health,"SQL, NodeJS",29,0.17,0.58,0
1828,Retail,"SQL, Java, React",38,0.01,0.82,1
3142,Tech,"Kotlin, React, SQL",59,0.53,0.41,1
3487,Tech,"SQL, NodeJS",48,0.54,0.57,1
1811,Retail,React,20,0.5,0.08,0
2924,Retail,"SQL, Python",21,0.32,0.83,1
2215,Health,"Kotlin, Java, SQL",28,0.43,0.8,1
4187,Tech,Python,50,0.77,0.46,1
714,Tech,"Python, AWS, Java",33,0.18,0.12,0
3603,Finance,Java,40,0.2,0.66,1
4135,Education,"NodeJS, Python, Kotlin",90,0.67,0.57,1
3523,Education,Python,54,0.87,0.92,1
4269,Finance,"SQL, Python, AWS",10,0.34,0.28,0
4749,Education,"NodeJS, Python",34,0.93,0.03,1
4850,Retail,"React, Java, AWS",73,0.06,0.25,1
1244,Education,"NodeJS, Java",36,0.12,0.43,0
3710,Education,"Kotlin, React",75,0.46,0.16,1
1082,Finance,Kotlin,74,0.72,0.98,1
456,Health,Python,7,0.37,0.22,0
4925,Education,Python,16,0.55,0.68,1
895,Education,"NodeJS, React, AWS",51,0.03,0.45,1
1385,Health,"SQL, NodeJS, AWS",90,0.46,0.56,1
1959,Finance,Java,96,0.24,0.93,1
3073,Health,"NodeJS, React, Java",61,0.52,0.53,1
1997,Finance,"Python, Kotlin",31,0.53,0.31,1
4286,Retail,"Java, Kotlin, SQL",32,0.75,0.22,1
505,Finance,"React, NodeJS",45,0.54,0.89,1
1215,Retail,"AWS, Java, NodeJS",76,0.61,0.99,1
1532,Retail,Java,27,0.53,0.25,0
3441,Finance,"React, Kotlin",22,0.99,0.72,1
824,Tech,Kotlin,15,0.79,0.51,1
929,Finance,"Python, SQL",8,0.76,0.7,1
134,Education,"NodeJS, AWS, Java",68,0.63,0.96,1
2106,Education,"AWS, Java, Python",8,0.53,0.28,0
3628,Tech,Python,87,0.34,0.74,1
4781,Retail,Java,16,0.78,0.44,1
1853,Tech,"NodeJS, SQL",48,0.19,0.65,1
4911,Education,NodeJS,34,0.04,0.41,0
4176,Tech,"Java, React, NodeJS",86,0.7,0.71,1
2934,Finance,"Python, Java",87,0.14,0.34,1
3285,Tech,"React, AWS, NodeJS",57,0.9,0.49,1
4299,Retail,"Python, NodeJS",5,0.77,0.71,1
2812,Finance,Java,44,0.6,0.04,1
1251,Health,Python,71,0.31,0.33,1
3513,Education,"Python, SQL",37,0.64,0.55,1
1257,Education,"AWS, Java",90,0.48,0.07,1
3377,Tech,NodeJS,28,0.29,0.7,1
3487,Finance,"Java, AWS",68,0.95,0.81,1
3585,Health,"SQL, React",96,0.16,0.16,1
1397,Finance,"Kotlin, SQL",38,0.75,0.73,1
3638,Education,"Kotlin, React",46,0.8,0.65,1
3331,Finance,"Java, Python",73,0.95,0.41,1
2704,Health,"React, Java, NodeJS",100,0.55,0.16,1
471,Tech,"NodeJS, AWS",26,0.53,0.95,1
1354,Retail,"AWS, Kotlin, SQL",75,0.92,0.46,1
2784,Finance,"Kotlin, SQL",84,0.8,0.18,1
2832,Retail,React,53,0.76,0.72,1
358,Education,"NodeJS, AWS, React",63,0.79,0.61,1
3020,Tech,Kotlin,63,0.49,0.82,1
668,Tech,"React, SQL, AWS",38,0.04,1.0,1
4469,Finance,"SQL, React, AWS",15,0.2,0.04,0
1146,Tech,"Python, Kotlin, React",99,0.64,0.74,1
4186,Finance,"SQL, Kotlin",9,0.4,0.99,1
3720,Finance,NodeJS,97,0.61,0.54,1
2746,Retail,"Java, AWS",75,0.55,0.72,1
540,Tech,"Python, Java, SQL",22,0.44,0.44,0
2780,Finance,"Java, React, AWS",70,0.23,0.36,1
4965,Retail,"React, Kotlin",56,0.72,0.7,1
4137,Health,"Python, Kotlin",37,0.91,0.99,1
4836,Retail,"Python, Java, Kotlin",57,0.77,0.09,1
3776,Retail,"Kotlin, NodeJS",60,0.12,0.42,1
2509,Finance,NodeJS,85,0.54,0.94,1
2780,Education,"AWS, SQL",12,0.84,0.11,0
925,Education,React,7,0.59,0.65,0
2957,Education,"Java, AWS",66,0.44,0.43,1
1582,Retail,"Kotlin, React",41,0.28,0.38,1
3325,Finance,"React, AWS",24,0.33,0.21,0
4486,Tech,AWS,90,0.24,0.18,1
256,Retail,SQL,25,0.2,0.52,0
4805,Retail,"Java, NodeJS, Python",62,0.59,0.38,1
1839,Finance,AWS,84,0.51,0.49,1
1945,Health,Python,44,0.73,0.2,1
10,Retail,SQL,2,0.31,0.35,0
2872,Health,Kotlin,42,0.46,1.0,1
798,Health,"React, Kotlin, SQL",99,0.68,0.37,1
4973,Education,Java,33,0.96,0.41,1
1016,Finance,SQL,17,0.35,0.02,0
1825,Health,Python,63,0.3,0.38,1
4470,Finance,"SQL, Kotlin",22,0.45,0.76,1
3137,Education,"NodeJS, React, SQL",1,0.72,0.52,0
2194,Finance,Kotlin,94,0.96,0.66,1
224,Retail,"SQL, React, Python",70,0.54,0.56,1
4949,Health,NodeJS,54,0.81,0.11,1
4159,Finance,"NodeJS, Kotlin",14,0.46,0.33,0
3926,Tech,AWS,100,0.04,0.69,1
4785,Finance,"AWS, Python",97,0.89,0.55,1
4001,Health,"NodeJS, SQL",53,0.29,0.67,1
1634,Education,"Java, Python, NodeJS",6,0.14,0.36,0
2153,Education,Kotlin,90,1.0,0.19,1
511,Health,"SQL, Kotlin",64,0.35,0.83,1
385,Retail,React,88,0.14,0.38,1
405,Retail,React,33,0.31,0.66,1
4614,Education,"NodeJS, React",72,0.51,0.38,1
4572,Education,React,44,0.09,0.93,1
2001,Health,"Python, React, Kotlin",34,0.35,0.99,1
2757,Retail,"React, Kotlin, SQL",34,0.67,0.65,1
1669,Education,React,24,0.92,0.6,1
1461,Retail,"NodeJS, AWS, Python",2,0.4,0.84,0
3637,Education,AWS,8,0.56,0.52,0
2725,Finance,"Python, Kotlin, React",25,0.64,0.87,1
4810,Tech,"SQL, Kotlin, NodeJS",94,0.07,0.41,1
4179,Finance,"Python, SQL, Java",32,0.34,0.03,0
2049,Education,Python,56,0.68,0.93,1
4147,Tech,"AWS, Java, Python",94,0.74,0.72,1
4781,Tech,React,7,0.36,0.51,0
717,Education,"Java, NodeJS",48,0.01,0.94,1
4545,Education,"NodeJS, AWS",88,0.01,0.89,1
4977,Retail,"Python, Kotlin",54,0.54,0.11,1
4584,Education,Java,63,0.55,0.62,1
1824,Health,"Java, NodeJS, Python",73,0.56,0.54,1
2082,Education,"Python, SQL",80,0.72,0.78,1
3420,Health,"Python, AWS, Kotlin",2,0.92,0.3,0
1575,Education,"React, AWS",35,0.99,0.01,1
250,Retail,SQL,98,0.7,0.19,1
674,Health,"Python, Java, SQL",22,0.51,0.21,0
4534,Finance,"Python, Kotlin, React",83,0.14,0.29,1
2166,Health,SQL,64,0.38,0.37,1
771,Retail,"React, NodeJS, SQL",59,0.57,0.71,1
3963,Health,"Python, React, NodeJS",49,1.0,0.07,1
4364,Education,AWS,52,0.13,0.49,1
1985,Education,Python,21,0.79,0.5,1
1078,Retail,"SQL, React",12,1.0,0.62,1
236,Tech,"Python, Kotlin, React",11,0.81,0.31,0
389,Education,"NodeJS, AWS, Kotlin",54,0.77,0.26,1
3038,Finance,Python,83,0.26,0.48,1
4859,Retail,"Kotlin, NodeJS",70,0.0,0.66,1
1849,Health,"SQL, AWS",14,0.23,0.04,0
4720,Health,Java,33,0.79,0.29,1
2815,Finance,NodeJS,77,0.11,0.79,1
3375,Education,"NodeJS, AWS, Java",26,0.3,0.48,0
3279,Retail,"AWS, Python, React",14,0.56,0.95,1
1253,Finance,"React, AWS",88,0.58,0.87,1
3982,Education,"React, AWS",48,0.54,0.34,1
4674,Retail,Python,65,0.98,0.73,1
2123,Health,NodeJS,46,0.01,0.27,0
4531,Retail,React,55,0.49,0.18,1
2151,Tech,"SQL, NodeJS, React",94,0.5,0.88,1
4860,Retail,"Python, Java",74,0.29,0.35,1
1330,Tech,"Kotlin, NodeJS, Python",74,0.53,0.2,1
1359,Retail,"Kotlin, Java, AWS",92,0.67,0.96,1
2483,Tech,"SQL, Kotlin, React",68,0.67,0.03,1
4543,Health,"React, Kotlin",78,0.09,0.37,1
2018,Education,Kotlin,12,0.8,0.04,0
1332,Tech,"React, Kotlin",54,0.93,0.5,1
4345,Tech,React,64,0.12,0.4,1
4262,Health,Python,47,0.42,0.72,1
1359,Tech,"AWS, Python",37,0.51,0.95,1
4638,Finance,"Java, Python, React",74,0.13,0.52,1
4855,Health,"NodeJS, React, Java",41,0.5,0.29,1
3178,Finance,Python,27,0.21,0.87,1
2129,Health,NodeJS,42,0.94,0.6,1
2181,Tech,"SQL, AWS, Python",76,0.45,0.55,1
4893,Finance,"Kotlin, Python, Java",86,0.99,0.19,1
138,Tech,Java,68,0.05,0.04,1
3473,Health,"NodeJS, SQL, Python",29,0.13,0.46,0
2833,Tech,"AWS, NodeJS, SQL",36,0.44,0.53,1
3580,Finance,Java,57,0.87,0.13,1
3032,Finance,Java,78,0.56,0.06,1
4165,Tech,"React, Kotlin, Java",12,0.73,0.22,0
2594,Retail,"AWS, NodeJS",45,0.42,0.06,0
4301,Health,"AWS, Kotlin",20,0.04,0.06,0
3819,Health,"Python, React, Kotlin",45,0.65,0.44,1
4139,Tech,React,23,0.63,0.81,1
3824,Retail,NodeJS,62,0.07,0.66,1
4043,Finance,"NodeJS, Python, React",86,0.17,0.68,1
1907,Education,"Java, NodeJS",34,0.48,0.26,1
761,Education,"Python, SQL",21,0.45,0.01,0
3446,Tech,"SQL, Java",51,0.75,0.45,1
900,Retail,"SQL, Kotlin",9,0.39,0.38,0
4456,Retail,"NodeJS, SQL",74,0.66,0.95,1
2948,Health,"Java, NodeJS, AWS",10,0.7,0.07,0
1720,Finance,"React, Python",52,0.65,0.78,1
281,Retail,"AWS, NodeJS",45,0.6,0.39,1
3267,Education,Java,52,0.81,0.83,1
1888,Finance,"SQL, Kotlin",30,0.66,0.49,1
3267,Finance,"React, Kotlin",64,0.83,0.82,1
667,Tech,"React, SQL",97,0.64,0.47,1
4189,Retail,"NodeJS, React",2,0.16,0.4,0
672,Tech,AWS,49,0.31,0.96,1
1970,Retail,"Python, NodeJS",96,0.33,0.37,1
4157,Health,"Python, Java",45,0.09,0.81,1
3123,Tech,"Java, React",17,0.69,0.07,0
4700,Tech,Python,28,0.6,0.06,0
4778,Education,"React, AWS",45,0.59,0.44,1
3901,Tech,"SQL, NodeJS, Java",17,0.48,0.59,1
524,Retail,Java,59,0.54,0.61,1
2394,Education,Kotlin,14,0.01,0.04,0
3118,Tech,"Java, SQL, NodeJS",10,0.1,0.7,0
2594,Tech,"Java, Python, AWS",98,0.68,0.13,1
1969,Health,"Python, React",78,0.26,0.96,1
1754,Tech,"Java, React, SQL",81,0.11,0.33,1
2297,Finance,"SQL, Python, NodeJS",86,0.33,0.26,1
2262,Education,"Python, Kotlin",18,0.25,0.29,0
2287,Finance,"NodeJS, Python, AWS",35,0.03,0.94,1
4203,Education,"SQL, Kotlin",48,0.41,0.48,1
2879,Health,"Java, Kotlin",58,0.03,0.43,1
4144,Tech,NodeJS,18,0.0,0.57,0
3645,Tech,"SQL, AWS",52,0.79,0.93,1
4433,Tech,"Kotlin, Python, Java",30,0.31,0.31,0
2056,Education,NodeJS,37,0.57,0.18,1
4721,Tech,NodeJS,40,0.3,0.6,1
1277,Finance,Kotlin,6,0.93,0.49,1
2767,Tech,"AWS, SQL, React",79,0.73,0.06,1
303,Health,"Java, NodeJS",35,0.37,0.52,1
639,Finance,Kotlin,26,0.21,0.56,0
56,Tech,"Python, AWS",91,0.14,0.69,1
4822,Tech,"Java, AWS",30,0.76,1.0,1
526,Retail,"Kotlin, Java, NodeJS",75,0.45,0.42,1
4570,Education,SQL,24,0.23,0.51,0
4124,Finance,"Java, Python, SQL",55,0.92,0.08,1
2126,Retail,"AWS, Python",78,0.39,0.83,1
3288,Health,"React, SQL",87,0.54,0.1,1
365,Education,Kotlin,9,0.86,0.93,1
4622,Finance,React,62,0.83,0.35,1
4979,Tech,"AWS, SQL",18,0.64,0.34,0
1647,Finance,"Kotlin, NodeJS, SQL",51,0.89,0.33,1
919,Tech,NodeJS,19,0.95,0.95,1
2798,Education,"Kotlin, Python",69,0.94,0.98,1
1532,Tech,"SQL, React, Python",82,0.35,0.97,1
3346,Health,AWS,33,0.4,0.7,1
1907,Tech,"React, Python, SQL",38,0.24,0.11,0
3087,Health,"NodeJS, Kotlin, SQL",13,0.84,0.39,1
4581,Education,"Kotlin, Java",49,0.12,0.29,0
2076,Education,"SQL, React, Java",73,0.36,0.71,1
714,Finance,NodeJS,90,0.01,0.49,1
1063,Health,"React, NodeJS",53,0.59,0.62,1
1977,Health,Java,1,0.66,0.01,0
1297,Retail,React,12,0.25,0.78,0
126,Retail,"Kotlin, AWS, Python",24,0.74,0.95,1
4633,Retail,"React, Python, NodeJS",1,0.38,0.67,0
3597,Tech,React,68,0.31,0.85,1
3284,Retail,"React, Kotlin, SQL",7,0.96,0.48,1
1604,Health,"SQL, Kotlin, Java",92,0.59,0.02,1
67,Tech,"NodeJS, SQL",69,0.25,0.99,1
233,Education,"Kotlin, AWS, Java",39,0.98,0.06,1
2157,Finance,Python,32,0.39,0.19,0
1170,Retail,"NodeJS, AWS, Python",49,0.65,0.05,1
2159,Education,"SQL, Kotlin, Python",31,0.72,0.62,1
4207,Health,"Java, Kotlin, Python",79,0.42,0.58,1
1494,Finance,"Python, Java, NodeJS",3,0.54,0.21,0
4719,Education,"AWS, Python, SQL",47,0.24,0.96,1
4008,Finance,React,15,0.47,0.91,1
2473,Retail,NodeJS,51,0.31,0.28,1
2661,Health,"SQL, Kotlin, React",82,0.55,0.66,1
2740,Finance,"Kotlin, Python, NodeJS",85,0.67,0.86,1
1762,Education,"NodeJS, React",74,0.61,0.36,1
3515,Retail,"Python, SQL",21,0.78,0.25,1
1976,Retail,"Java, SQL, Python",90,0.04,0.26,1
2363,Education,"Kotlin, NodeJS",41,0.08,0.82,1
877,Education,"React, NodeJS",3,0.21,0.46,0
3813,Finance,"Python, SQL",1,0.99,0.72,1
3449,Tech,"Python, AWS",21,0.8,0.65,1
1313,Retail,NodeJS,75,0.92,0.31,1
1461,Finance,"NodeJS, SQL",80,0.27,0.21,1
2710,Education,SQL,99,0.57,0.13,1
2325,Finance,"React, SQL, NodeJS",21,0.55,0.02,0
1734,Education,"React, Java, NodeJS",75,0.57,0.08,1
1606,Health,"AWS, Java, Python",95,0.72,0.26,1
2564,Education,"Kotlin, NodeJS, SQL",49,0.39,0.71,1
3422,Education,"AWS, NodeJS, Java",65,0.68,0.15,1
3518,Education,"NodeJS, Kotlin",41,0.79,0.52,1
2398,Tech,"AWS, Python, NodeJS",96,0.29,0.25,1
3736,Education,AWS,67,0.95,0.51,1
2871,Retail,"React, Python, Kotlin",96,0.52,0.75,1
1161,Retail,AWS,42,0.73,0.27,1
4855,Finance,"Python, Java",69,0.73,0.35,1
243,Tech,React,57,0.57,0.72,1
2591,Finance,"React, NodeJS, SQL",43,0.32,0.55,1
1064,Retail,"SQL, Python",12,0.67,0.09,0
4325,Retail,"AWS, NodeJS",78,0.09,0.76,1
2596,Health,SQL,64,0.98,0.28,1
920,Education,"Python, React, NodeJS",51,0.18,0.39,1
6,Retail,Python,73,0.28,0.25,1
468,Finance,"React, NodeJS, AWS",60,0.95,0.54,1
4171,Finance,NodeJS,71,0.19,0.71,1
4,Education,"AWS, Python",80,0.17,0.8,1
646,Education,"AWS, SQL",28,0.8,0.92,1
118,Health,"React, Python",71,0.25,0.36,1
2929,Tech,React,14,0.09,0.93,0
2552,Finance,AWS,32,0.23,0.62,1
4290,Education,"SQL, Kotlin, NodeJS",8,0.89,0.39,1
847,Finance,"Java, AWS, SQL",27,0.28,0.89,1
2763,Education,"Java, React",50,0.7,0.58,1
1142,Retail,React,59,0.4,0.45,1
1811,Finance,React,57,0.26,0.01,1
724,Retail,"NodeJS, Java",3,0.14,0.72,0
225,Finance,"AWS, NodeJS",27,0.97,0.08,1
4628,Tech,"NodeJS, Kotlin",94,0.52,0.29,1
4209,Health,Java,34,0.11,0.96,1
4655,Retail,"Java, NodeJS, Python",26,0.2,0.16,0
2049,Education,"React, Kotlin",40,0.41,0.31,1
4750,Tech,"AWS, NodeJS, Kotlin",86,0.54,0.93,1
4416,Finance,"NodeJS, SQL",32,0.18,0.34,0
1574,Retail,"Kotlin, SQL, React",41,0.28,0.33,1
1829,Finance,"Python, SQL",2,0.78,0.65,1
1918,Finance,"Java, Python",72,0.42,0.13,1
4235,Finance,"NodeJS, React",7,0.0,0.97,0
2027,Health,"React, Kotlin, Python",19,0.05,0.28,0
3745,Health,Kotlin,33,0.44,0.79,1
902,Education,"AWS, Java, SQL",2,0.06,0.29,0
4786,Retail,"Kotlin, NodeJS, Java",67,0.17,0.28,1
2040,Tech,"Kotlin, Java",92,0.73,0.06,1
10,Tech,React,78,0.48,0.12,1
261,Tech,"AWS, Kotlin, React",15,0.48,0.52,0
1674,Finance,"Java, Python",21,0.6,0.58,1
2220,Health,"NodeJS, SQL, AWS",78,0.79,0.82,1
2061,Retail,Python,59,0.16,0.06,0
3714,Finance,"Kotlin, SQL, Python",82,0.17,0.36,1
1620,Health,"Kotlin, Java",39,0.12,0.2,0
321,Health,NodeJS,20,0.94,0.36,1
1343,Retail,Kotlin,1,0.58,0.35,0
2377,Retail,"Java, AWS, SQL",73,0.09,0.35,1
2833,Retail,"SQL, Kotlin",9,0.22,0.31,0
2825,Finance,"Kotlin, Python",51,0.73,0.76,1
1995,Education,Python,38,0.03,0.69,1
2959,Retail,"Python, Java",93,0.73,0.34,1
2039,Education,Kotlin,15,0.91,0.15,0
3491,Finance,"Java, NodeJS",84,0.06,0.52,1
3678,Education,"Python, Kotlin",41,0.19,0.92,1
1119,Tech,"Python, React",94,0.0,0.12,1
1605,Education,"Kotlin, SQL, React",47,0.11,0.75,1
4028,Retail,AWS,26,0.62,0.6,1
236,Finance,"AWS, Java, NodeJS",54,0.04,0.59,1
1970,Retail,"NodeJS, Python, SQL",70,0.43,0.93,1
4430,Tech,"Java, SQL",39,0.5,0.96,1
1909,Retail,"NodeJS, Java",17,0.91,0.24,1
376,Retail,"Python, Kotlin, React",70,0.47,0.81,1
3531,Retail,"SQL, Kotlin, NodeJS",92,0.14,0.62,1
2636,Health,"Kotlin, React, AWS",9,0.29,0.41,0
1571,Tech,"AWS, Java",91,0.67,0.67,1
2561,Retail,"Kotlin, Java, AWS",99,0.11,0.96,1
3392,Retail,"NodeJS, Python",46,0.23,0.52,1
2966,Retail,Java,6,1.0,0.94,1
3644,Finance,"Python, SQL, AWS",68,0.01,0.64,1
3851,Health,SQL,16,0.15,0.48,0
873,Finance,"AWS, Python, NodeJS",87,0.84,0.64,1
1253,Health,"NodeJS, Java",87,0.1,0.6,1
1315,Retail,AWS,29,0.03,0.42,0
4821,Tech,Kotlin,41,0.12,0.56,1
2899,Education,"Kotlin, SQL, NodeJS",68,0.69,0.7,1
78,Education,"AWS, React",62,0.99,0.84,1
2622,Retail,"NodeJS, Java, Python",40,0.59,0.3,1
4228,Finance,"Python, Kotlin",62,0.12,0.01,0
601,Tech,"React, NodeJS, Kotlin",24,0.18,0.55,0
1066,Health,"Kotlin, Java, Python",6,0.54,0.49,0
2137,Retail,"NodeJS, React",40,0.72,0.05,1
2450,Tech,"NodeJS, SQL",70,0.66,0.63,1
2344,Tech,"React, Java, Python",58,0.57,0.94,1
1864,Health,"Java, Kotlin, Python",14,0.99,0.4,1
1319,Tech,"React, SQL",78,0.2,0.89,1
4712,Finance,NodeJS,45,0.17,0.81,1
3598,Finance,Kotlin,99,0.86,0.16,1
3763,Finance,AWS,6,0.29,0.79,0
4671,Tech,Java,23,0.33,0.52,0
2191,Finance,"React, Python, Java",62,0.55,0.92,1
993,Health,"Kotlin, Python",84,0.38,0.19,1
2713,Tech,"NodeJS, Java",17,0.29,0.13,0
2193,Education,"React, Kotlin, SQL",84,0.92,0.24,1
1249,Tech,"SQL, NodeJS, React",70,0.13,0.06,1
3055,Health,"React, NodeJS",28,0.4,0.32,0
4599,Education,"Python, NodeJS, React",13,0.0,0.28,0
4034,Tech,"Python, NodeJS, Kotlin",29,0.81,0.42,1
1998,Finance,"AWS, Python, Kotlin",45,0.17,0.46,1
4917,Retail,"NodeJS, React",20,0.77,0.14,0
3688,Retail,"Python, Java, NodeJS",58,0.15,0.62,1
2152,Finance,"SQL, Python, React",81,0.42,0.22,1
4019,Retail,"AWS, Java",54,0.73,0.12,1
3111,Retail,"NodeJS, SQL, React",99,0.27,0.71,1
1971,Finance,"NodeJS, AWS",64,0.31,0.02,1
198,Finance,"NodeJS, AWS, Java",52,0.67,0.37,1
2627,Tech,"React, Python",43,0.19,0.14,0
1203,Tech,AWS,87,0.95,0.88,1
2036,Finance,"Kotlin, AWS, React",18,0.19,0.82,0
478,Health,"Java, React, AWS",100,0.75,0.06,1
1255,Retail,"SQL, Kotlin",84,0.8,0.55,1
923,Tech,Kotlin,54,0.37,0.3,1
420,Retail,SQL,60,0.16,0.19,1
2205,Education,Kotlin,71,0.17,0.31,1
2598,Finance,AWS,100,0.99,0.82,1
1121,Health,NodeJS,1,0.73,0.06,0
3069,Education,SQL,37,0.45,0.65,1
951,Education,"NodeJS, Python",49,0.26,0.91,1
2337,Education,"Kotlin, NodeJS, SQL",35,0.02,0.45,0
2244,Finance,"Kotlin, React, AWS",67,0.67,0.9,1
2646,Tech,"AWS, Python, NodeJS",35,0.96,0.91,1
1858,Finance,"NodeJS, Java",93,0.11,0.61,1
4613,Tech,"Java, SQL",9,0.75,0.46,0
1866,Education,"AWS, Kotlin",37,0.15,0.74,1
2913,Education,Python,60,0.79,0.92,1
2854,Health,"NodeJS, React",56,0.37,0.68,1
4911,Tech,"SQL, Kotlin",89,0.71,0.21,1
3229,Education,NodeJS,12,0.93,0.82,1
3720,Retail,Java,71,0.62,0.95,1
3229,Health,"AWS, Java, Python",71,0.92,0.41,1
2372,Finance,"Python, Kotlin, React",4,0.24,0.7,0
2892,Health,SQL,61,0.98,0.52,1
3757,Retail,NodeJS,45,0.87,0.11,1
4226,Tech,"React, AWS",95,0.11,0.35,1
95,Finance,"AWS, Kotlin, NodeJS",50,0.41,0.16,1
2675,Finance,"SQL, React, Kotlin",50,0.93,0.67,1
1956,Tech,Java,74,0.08,0.58,1
794,Health,"React, Kotlin, AWS",48,0.45,0.03,1
1835,Education,"Python, React",23,0.72,0.06,0
2117,Health,Kotlin,90,0.03,0.26,1
4107,Retail,SQL,87,0.75,0.74,1
3326,Education,"AWS, SQL, NodeJS",93,0.36,0.13,1
2920,Health,Python,8,0.25,0.2,0
2598,Tech,Kotlin,83,0.58,0.91,1
3206,Retail,"Java, NodeJS",29,0.54,0.55,1
4808,Retail,"SQL, Java",43,0.87,0.62,1
815,Retail,NodeJS,53,0.68,0.46,1
346,Education,"Kotlin, SQL",6,0.42,0.3,0
2350,Finance,"AWS, Java",93,0.65,0.25,1
363,Education,"Java, SQL",24,0.75,0.59,1
2444,Health,"React, Kotlin, Java",74,0.94,0.47,1
2266,Finance,Python,14,0.7,0.4,0
2189,Health,NodeJS,52,0.54,0.69,1
3006,Finance,"Java, Kotlin, Python",70,0.37,0.4,1
3282,Education,"AWS, Kotlin",4,0.89,0.04,0
985,Retail,"NodeJS, SQL",58,0.79,0.84,1
1640,Tech,"AWS, Java",79,0.08,0.32,1
828,Retail,"Python, SQL, NodeJS",37,0.7,0.95,1
2731,Education,"Kotlin, SQL, Python",48,0.54,0.88,1
3532,Finance,"AWS, React",39,0.1,0.23,0
4452,Retail,React,92,0.56,0.97,1
2936,Education,React,66,0.19,0.85,1
3877,Health,"Python, AWS, NodeJS",13,0.71,0.99,1
127,Tech,Python,66,0.28,0.68,1
3178,Retail,"Java, Python, Kotlin",60,0.15,0.93,1
3057,Finance,"SQL, React, Kotlin",41,0.08,0.69,1
604,Health,"NodeJS, React",32,0.49,0.86,1
3450,Education,"SQL, React",52,0.2,0.61,1
4147,Tech,"NodeJS, AWS, Kotlin",5,0.86,0.93,1
3534,Finance,SQL,67,0.0,0.52,1
3368,Education,Java,66,0.84,0.74,1
3369,Education,"SQL, Java",78,0.52,0.92,1
3798,Retail,React,52,0.92,0.42,1
1793,Retail,"Python, SQL",49,0.2,0.03,0
2862,Finance,"SQL, React",29,0.1,0.11,0
3477,Education,"NodeJS, Kotlin, React",38,0.62,0.97,1
3418,Retail,"React, Java, Python",70,0.71,0.87,1
1646,Tech,AWS,98,0.37,0.48,1
1206,Tech,React,8,0.01,0.96,0
3031,Education,"Kotlin, Java",59,0.41,0.19,1
2873,Retail,"React, NodeJS, AWS",55,0.23,0.11,1
3073,Finance,SQL,2,0.35,0.6,0
1855,Finance,AWS,26,0.51,0.38,1
4022,Finance,"NodeJS, AWS, Python",63,0.7,0.34,1
4663,Tech,"Java, Python, Kotlin",17,0.96,0.73,1
2709,Retail,"SQL, AWS",59,0.14,0.15,1
3503,Retail,"React, Kotlin, AWS",88,0.68,0.78,1
1333,Tech,Kotlin,95,0.23,0.36,1
202,Finance,"AWS, Kotlin, React",16,0.22,0.99,1
3508,Finance,"NodeJS, AWS",58,0.63,0.81,1
4213,Education,Python,64,0.78,0.65,1
575,Health,"NodeJS, Python",50,0.98,0.23,1
537,Retail,AWS,85,0.77,0.96,1
1626,Retail,Python,26,0.16,0.03,0
2123,Retail,"Python, SQL",17,0.23,0.22,0
386,Health,"React, NodeJS",46,0.76,0.04,1
3282,Education,"Python, Java, SQL",68,0.53,0.97,1
475,Health,"React, Kotlin, Python",50,0.3,0.87,1
418,Finance,"AWS, Java, Python",43,0.47,0.95,1
3601,Finance,"React, SQL, Kotlin",48,0.91,0.72,1
955,Retail,NodeJS,68,0.76,0.03,1
4972,Tech,"AWS, Python",19,0.45,0.93,1
4859,Retail,"NodeJS, SQL",25,0.98,0.42,1
1206,Tech,"Python, Kotlin, NodeJS",72,0.79,0.37,1
4760,Health,"SQL, Kotlin, AWS",18,0.01,0.28,0
4121,Finance,"SQL, Python",51,0.11,0.29,1
1991,Tech,AWS,18,0.55,0.8,1
4806,Health,"React, AWS",58,0.35,0.26,1
3573,Finance,"SQL, Python, Java",64,0.81,0.22,1
4381,Tech,"SQL, Kotlin, AWS",71,0.9,0.7,1
4159,Retail,"Java, Python",57,0.24,0.29,1
4758,Retail,"NodeJS, Python",17,0.76,0.01,0
2714,Retail,Kotlin,59,0.54,0.93,1
2204,Health,"Kotlin, Java",67,0.39,0.31,1
3121,Retail,"Java, NodeJS, Kotlin",86,0.79,0.76,1
967,Education,Python,15,0.56,0.47,0
4945,Finance,"Java, Kotlin",95,0.64,0.13,1
